#ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)	Expansion method(s)	Biological role(s) interactor A	Biological role(s) interactor B	Experimental role(s) interactor A	Experimental role(s) interactor B	Type(s) interactor A	Type(s) interactor B	Xref(s) interactor A	Xref(s) interactor B	Interaction Xref(s)	Annotation(s) interactor A	Annotation(s) interactor B	Interaction annotation(s)	Host organism(s)	Interaction parameter(s)	Creation date	Update date	Checksum(s) interactor A	Checksum(s) interactor B	Interaction Checksum(s)	Negative	Feature(s) interactor A	Feature(s) interactor B	Stoichiometry(s) interactor A	Stoichiometry(s) interactor B	Identification method participant A	Identification method participant B
uniprotkb:Q9I299	uniprotkb:Q9I297	entrezgene/locuslink:879012|refseq:NP_250702|uniprotkb:Q9I299|rogid:26/pydOukOgqTQ95X0htcPqbRIo208964|irogid:23611724	entrezgene/locuslink:878244|refseq:NP_250704|uniprotkb:Q9I297|rogid:5Ae0rgykW0V9GbnYxNqHcfrBhDI208964|irogid:25140900	hgnc:liuD|uniprotkb:Q9I299_PSEAE|crogid:26/pydOukOgqTQ95X0htcPqbRIo208964|icrogid:23611724	hgnc:liuB|uniprotkb:Q9I297_PSEAE|crogid:5Ae0rgykW0V9GbnYxNqHcfrBhDI208964|icrogid:25140900	psi-mi:"MI:0020"(transmission electron microscopy)	-	pubmed:22158123	taxid:208964(Pseudomonas aeruginosa PAO1)	taxid:208964(Pseudomonas aeruginosa PAO1)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0465"(dip)	dip:DIP-188952E|rigid:dEOHS5hX7fup6o1Hws14Z9IeXQg|edgetype:X	hpr:2|lpr:2|np:1	none:none	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:26/pydOukOgqTQ95X0htcPqbRIo208964	rogid:5Ae0rgykW0V9GbnYxNqHcfrBhDI208964	rigid:dEOHS5hX7fup6o1Hws14Z9IeXQg	false	-	-	-	-	-	-
uniprotkb:Q9I299	uniprotkb:Q9I297	entrezgene/locuslink:879012|refseq:NP_250702|uniprotkb:Q9I299|rogid:26/pydOukOgqTQ95X0htcPqbRIo208964|irogid:23611724	entrezgene/locuslink:878244|refseq:NP_250704|uniprotkb:Q9I297|rogid:5Ae0rgykW0V9GbnYxNqHcfrBhDI208964|irogid:25140900	hgnc:liuD|uniprotkb:Q9I299_PSEAE|crogid:26/pydOukOgqTQ95X0htcPqbRIo208964|icrogid:23611724	hgnc:liuB|uniprotkb:Q9I297_PSEAE|crogid:5Ae0rgykW0V9GbnYxNqHcfrBhDI208964|icrogid:25140900	psi-mi:"MI:0096"(pull down)	-	pubmed:22158123	taxid:208964(Pseudomonas aeruginosa PAO1)	taxid:208964(Pseudomonas aeruginosa PAO1)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0465"(dip)	dip:DIP-188952E|rigid:dEOHS5hX7fup6o1Hws14Z9IeXQg|edgetype:X	hpr:2|lpr:2|np:1	none:none	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:26/pydOukOgqTQ95X0htcPqbRIo208964	rogid:5Ae0rgykW0V9GbnYxNqHcfrBhDI208964	rigid:dEOHS5hX7fup6o1Hws14Z9IeXQg	false	-	-	-	-	-	-
uniprotkb:Q9I299	uniprotkb:Q9I297	entrezgene/locuslink:879012|refseq:NP_250702|uniprotkb:Q9I299|rogid:26/pydOukOgqTQ95X0htcPqbRIo208964|irogid:23611724	entrezgene/locuslink:878244|refseq:NP_250704|uniprotkb:Q9I297|rogid:5Ae0rgykW0V9GbnYxNqHcfrBhDI208964|irogid:25140900	hgnc:liuD|uniprotkb:Q9I299_PSEAE|crogid:26/pydOukOgqTQ95X0htcPqbRIo208964|icrogid:23611724	hgnc:liuB|uniprotkb:Q9I297_PSEAE|crogid:5Ae0rgykW0V9GbnYxNqHcfrBhDI208964|icrogid:25140900	psi-mi:"MI:0114"(x-ray crystallography)	-	pubmed:22158123	taxid:208964(Pseudomonas aeruginosa PAO1)	taxid:208964(Pseudomonas aeruginosa PAO1)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0465"(dip)	dip:DIP-188952E|rigid:dEOHS5hX7fup6o1Hws14Z9IeXQg|edgetype:X	hpr:2|lpr:2|np:1	none:none	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:26/pydOukOgqTQ95X0htcPqbRIo208964	rogid:5Ae0rgykW0V9GbnYxNqHcfrBhDI208964	rigid:dEOHS5hX7fup6o1Hws14Z9IeXQg	false	-	-	-	-	-	-
uniprotkb:Q9I299	uniprotkb:Q9I297	entrezgene/locuslink:879012|refseq:NP_250702|uniprotkb:Q9I299|rogid:26/pydOukOgqTQ95X0htcPqbRIo208964|irogid:23611724	entrezgene/locuslink:878244|refseq:NP_250704|uniprotkb:Q9I297|rogid:5Ae0rgykW0V9GbnYxNqHcfrBhDI208964|irogid:25140900	hgnc:liuD|uniprotkb:Q9I299_PSEAE|crogid:26/pydOukOgqTQ95X0htcPqbRIo208964|icrogid:23611724	hgnc:liuB|uniprotkb:Q9I297_PSEAE|crogid:5Ae0rgykW0V9GbnYxNqHcfrBhDI208964|icrogid:25140900	psi-mi:"MI:0071"(molecular sieving)	huang-2011-10	pubmed:22158123	taxid:208964(Pseudomonas aeruginosa PAO1)	taxid:208964(Pseudomonas aeruginosa PAO1)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(intact)	intact:EBI-15958361|rigid:dEOHS5hX7fup6o1Hws14Z9IeXQg|edgetype:X	hpr:2|lpr:2|np:1	none:none	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:562(Escherichia coli)	-	2018/01/22	2018/01/22	rogid:26/pydOukOgqTQ95X0htcPqbRIo208964	rogid:5Ae0rgykW0V9GbnYxNqHcfrBhDI208964	rigid:dEOHS5hX7fup6o1Hws14Z9IeXQg	false	-	-	-	-	-	-
uniprotkb:Q9I299	uniprotkb:Q9I297	entrezgene/locuslink:879012|refseq:NP_250702|uniprotkb:Q9I299|rogid:26/pydOukOgqTQ95X0htcPqbRIo208964|irogid:23611724	entrezgene/locuslink:878244|refseq:NP_250704|uniprotkb:Q9I297|rogid:5Ae0rgykW0V9GbnYxNqHcfrBhDI208964|irogid:25140900	hgnc:liuD|uniprotkb:Q9I299_PSEAE|crogid:26/pydOukOgqTQ95X0htcPqbRIo208964|icrogid:23611724	hgnc:liuB|uniprotkb:Q9I297_PSEAE|crogid:5Ae0rgykW0V9GbnYxNqHcfrBhDI208964|icrogid:25140900	psi-mi:"MI:0096"(pull down)	huang-2011-11	pubmed:22158123	taxid:208964(Pseudomonas aeruginosa PAO1)	taxid:208964(Pseudomonas aeruginosa PAO1)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(intact)	intact:EBI-15958378|rigid:dEOHS5hX7fup6o1Hws14Z9IeXQg|edgetype:X	hpr:2|lpr:2|np:1	none:none	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:562(Escherichia coli)	-	2018/01/22	2018/01/22	rogid:26/pydOukOgqTQ95X0htcPqbRIo208964	rogid:5Ae0rgykW0V9GbnYxNqHcfrBhDI208964	rigid:dEOHS5hX7fup6o1Hws14Z9IeXQg	false	-	-	-	-	-	-
uniprotkb:Q9I299	uniprotkb:Q9I297	entrezgene/locuslink:879012|refseq:NP_250702|uniprotkb:Q9I299|rogid:26/pydOukOgqTQ95X0htcPqbRIo208964|irogid:23611724	entrezgene/locuslink:878244|refseq:NP_250704|uniprotkb:Q9I297|rogid:5Ae0rgykW0V9GbnYxNqHcfrBhDI208964|irogid:25140900	hgnc:liuD|uniprotkb:Q9I299_PSEAE|crogid:26/pydOukOgqTQ95X0htcPqbRIo208964|icrogid:23611724	hgnc:liuB|uniprotkb:Q9I297_PSEAE|crogid:5Ae0rgykW0V9GbnYxNqHcfrBhDI208964|icrogid:25140900	psi-mi:"MI:0020"(transmission electron microscopy)	huang-2011-12	pubmed:22158123	taxid:208964(Pseudomonas aeruginosa PAO1)	taxid:208964(Pseudomonas aeruginosa PAO1)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(intact)	intact:EBI-15958397|rigid:dEOHS5hX7fup6o1Hws14Z9IeXQg|edgetype:X	hpr:2|lpr:2|np:1	none:none	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:562(Escherichia coli)	-	2018/01/22	2018/01/22	rogid:26/pydOukOgqTQ95X0htcPqbRIo208964	rogid:5Ae0rgykW0V9GbnYxNqHcfrBhDI208964	rigid:dEOHS5hX7fup6o1Hws14Z9IeXQg	false	-	-	-	-	-	-
uniprotkb:Q9I299	uniprotkb:Q9I297	entrezgene/locuslink:879012|refseq:NP_250702|uniprotkb:Q9I299|rogid:26/pydOukOgqTQ95X0htcPqbRIo208964|irogid:23611724	entrezgene/locuslink:878244|refseq:NP_250704|uniprotkb:Q9I297|rogid:5Ae0rgykW0V9GbnYxNqHcfrBhDI208964|irogid:25140900	hgnc:liuD|uniprotkb:Q9I299_PSEAE|crogid:26/pydOukOgqTQ95X0htcPqbRIo208964|icrogid:23611724	hgnc:liuB|uniprotkb:Q9I297_PSEAE|crogid:5Ae0rgykW0V9GbnYxNqHcfrBhDI208964|icrogid:25140900	psi-mi:"MI:0114"(x-ray crystallography)	huang-2011-14	pubmed:22158123	taxid:208964(Pseudomonas aeruginosa PAO1)	taxid:208964(Pseudomonas aeruginosa PAO1)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(intact)	intact:EBI-15958433|rigid:dEOHS5hX7fup6o1Hws14Z9IeXQg|edgetype:X	hpr:2|lpr:2|np:1	none:none	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:562(Escherichia coli)	-	2018/01/22	2018/01/22	rogid:26/pydOukOgqTQ95X0htcPqbRIo208964	rogid:5Ae0rgykW0V9GbnYxNqHcfrBhDI208964	rigid:dEOHS5hX7fup6o1Hws14Z9IeXQg	false	-	-	-	-	-	-
uniprotkb:O54439	uniprotkb:P0AG24	entrezgene/locuslink:879895|uniprotkb:O54439|rogid:fMK0Liqxdc+rgQDHaVSZD/M4b8w208964|irogid:43284214	entrezgene/locuslink:948159|uniprotkb:P0AG24|uniprotkb:P17580|rogid:m1yyt74e7lE/JNGy4wiWwP4lIZo83333|irogid:2984824	hgnc:acpP|uniprotkb:ACP1_PSEAE|crogid:fMK0Liqxdc+rgQDHaVSZD/M4b8w208964|icrogid:43284214	hgnc:spoT|uniprotkb:SPOT_ECOLI|crogid:m1yyt74e7lE/JNGy4wiWwP4lIZo83333|icrogid:2984824	psi-mi:"MI:0014"(adenylate cyclase complementation)	battesti-2009-1	pubmed:18996989	taxid:208964(Pseudomonas aeruginosa PAO1)	taxid:83333(Escherichia coli K-12)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(intact)	intact:EBI-6405102|rigid:bVQxt8Av1Sctm3U/ABR/n0Ir28k|edgetype:X	hpr:12|lpr:12|np:1	none:none	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:562(Escherichia coli)	-	2018/01/22	2018/01/22	rogid:fMK0Liqxdc+rgQDHaVSZD/M4b8w208964	rogid:m1yyt74e7lE/JNGy4wiWwP4lIZo83333	rigid:bVQxt8Av1Sctm3U/ABR/n0Ir28k	false	-	-	-	-	-	-
uniprotkb:O54439	uniprotkb:P0AG24	entrezgene/locuslink:879895|uniprotkb:O54439|rogid:fMK0Liqxdc+rgQDHaVSZD/M4b8w208964|irogid:43284214	entrezgene/locuslink:948159|uniprotkb:P0AG24|uniprotkb:P17580|rogid:m1yyt74e7lE/JNGy4wiWwP4lIZo83333|irogid:2984824	hgnc:acpP|uniprotkb:ACP1_PSEAE|crogid:fMK0Liqxdc+rgQDHaVSZD/M4b8w208964|icrogid:43284214	hgnc:spoT|uniprotkb:SPOT_ECOLI|crogid:m1yyt74e7lE/JNGy4wiWwP4lIZo83333|icrogid:2984824	psi-mi:"MI:0014"(adenylate cyclase complementation)	-	pubmed:18996989	taxid:208964(Pseudomonas aeruginosa PAO1)	taxid:83333(Escherichia coli K-12)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	mpidb:MPIDB-INT-1911|rigid:bVQxt8Av1Sctm3U/ABR/n0Ir28k|edgetype:X	hpr:12|lpr:12|np:1	none:none	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:fMK0Liqxdc+rgQDHaVSZD/M4b8w208964	rogid:m1yyt74e7lE/JNGy4wiWwP4lIZo83333	rigid:bVQxt8Av1Sctm3U/ABR/n0Ir28k	false	-	-	-	-	-	-
uniprotkb:O54439	uniprotkb:P0AG24	entrezgene/locuslink:879895|uniprotkb:O54439|rogid:fMK0Liqxdc+rgQDHaVSZD/M4b8w208964|irogid:43284214	entrezgene/locuslink:948159|uniprotkb:P0AG24|uniprotkb:P17580|rogid:m1yyt74e7lE/JNGy4wiWwP4lIZo83333|irogid:2984824	hgnc:acpP|uniprotkb:ACP1_PSEAE|crogid:fMK0Liqxdc+rgQDHaVSZD/M4b8w208964|icrogid:43284214	hgnc:spoT|uniprotkb:SPOT_ECOLI|crogid:m1yyt74e7lE/JNGy4wiWwP4lIZo83333|icrogid:2984824	psi-mi:"MI:0014"(adenylate cyclase complementation)	-	pubmed:18996989	taxid:208964(Pseudomonas aeruginosa PAO1)	taxid:83333(Escherichia coli K-12)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	mpidb:MPIDB-INT-1911|rigid:bVQxt8Av1Sctm3U/ABR/n0Ir28k|edgetype:X	hpr:12|lpr:12|np:1	none:none	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:fMK0Liqxdc+rgQDHaVSZD/M4b8w208964	rogid:m1yyt74e7lE/JNGy4wiWwP4lIZo83333	rigid:bVQxt8Av1Sctm3U/ABR/n0Ir28k	false	-	-	-	-	-	-
uniprotkb:O54439	uniprotkb:P0AG24	entrezgene/locuslink:879895|uniprotkb:O54439|rogid:fMK0Liqxdc+rgQDHaVSZD/M4b8w208964|irogid:43284214	entrezgene/locuslink:948159|uniprotkb:P0AG24|uniprotkb:P17580|rogid:m1yyt74e7lE/JNGy4wiWwP4lIZo83333|irogid:2984824	hgnc:acpP|uniprotkb:ACP1_PSEAE|crogid:fMK0Liqxdc+rgQDHaVSZD/M4b8w208964|icrogid:43284214	hgnc:spoT|uniprotkb:SPOT_ECOLI|crogid:m1yyt74e7lE/JNGy4wiWwP4lIZo83333|icrogid:2984824	psi-mi:"MI:0014"(adenylate cyclase complementation)	-	pubmed:18996989	taxid:208964(Pseudomonas aeruginosa PAO1)	taxid:83333(Escherichia coli K-12)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	mpidb:MPIDB-INT-1911|rigid:bVQxt8Av1Sctm3U/ABR/n0Ir28k|edgetype:X	hpr:12|lpr:12|np:1	none:none	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:fMK0Liqxdc+rgQDHaVSZD/M4b8w208964	rogid:m1yyt74e7lE/JNGy4wiWwP4lIZo83333	rigid:bVQxt8Av1Sctm3U/ABR/n0Ir28k	false	-	-	-	-	-	-
uniprotkb:P0A6A8	uniprotkb:Q9HTM0	entrezgene/locuslink:32369337|entrezgene/locuslink:944805|uniprotkb:P02901|rogid:w6swP4kUNVbMszx95i4+fmxoFi483333|irogid:4648367	entrezgene/locuslink:877912|uniprotkb:Q9HTM0|rogid:yYQeYzj3cGv32wnJuUp/WI1hqgs208964|irogid:52906034	hgnc:AB182_RS09560|hgnc:acpP|uniprotkb:ACP_ECOLI|crogid:w6swP4kUNVbMszx95i4+fmxoFi41016998|icrogid:257829277	hgnc:spoT|uniprotkb:Q9HTM0_PSEAE|crogid:yYQeYzj3cGv32wnJuUp/WI1hqgs208964|icrogid:52906034	psi-mi:"MI:0014"(adenylate cyclase complementation)	battesti-2009-1	pubmed:18996989	taxid:83333(Escherichia coli K-12)	taxid:208964(Pseudomonas aeruginosa PAO1)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(intact)	intact:EBI-6405110|rigid:a2SrXjZCkOJB0f5YUJ9Sg9M3V7Y|edgetype:X	hpr:12|lpr:12|np:1	none:none	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:562(Escherichia coli)	-	2018/01/22	2018/01/22	rogid:w6swP4kUNVbMszx95i4+fmxoFi483333	rogid:yYQeYzj3cGv32wnJuUp/WI1hqgs208964	rigid:a2SrXjZCkOJB0f5YUJ9Sg9M3V7Y	false	-	-	-	-	-	-
uniprotkb:P0A6A8	uniprotkb:Q9HTM0	entrezgene/locuslink:32369337|entrezgene/locuslink:944805|uniprotkb:P02901|rogid:w6swP4kUNVbMszx95i4+fmxoFi483333|irogid:4648367	entrezgene/locuslink:877912|uniprotkb:Q9HTM0|rogid:yYQeYzj3cGv32wnJuUp/WI1hqgs208964|irogid:52906034	hgnc:AB182_RS09560|hgnc:acpP|uniprotkb:ACP_ECOLI|crogid:w6swP4kUNVbMszx95i4+fmxoFi41016998|icrogid:257829277	hgnc:spoT|uniprotkb:Q9HTM0_PSEAE|crogid:yYQeYzj3cGv32wnJuUp/WI1hqgs208964|icrogid:52906034	psi-mi:"MI:0014"(adenylate cyclase complementation)	-	pubmed:18996989	taxid:83333(Escherichia coli K-12)	taxid:208964(Pseudomonas aeruginosa PAO1)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	mpidb:MPIDB-INT-1910|rigid:a2SrXjZCkOJB0f5YUJ9Sg9M3V7Y|edgetype:X	hpr:12|lpr:12|np:1	none:none	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:w6swP4kUNVbMszx95i4+fmxoFi483333	rogid:yYQeYzj3cGv32wnJuUp/WI1hqgs208964	rigid:a2SrXjZCkOJB0f5YUJ9Sg9M3V7Y	false	-	-	-	-	-	-
uniprotkb:P0A6A8	uniprotkb:Q9HTM0	entrezgene/locuslink:32369337|entrezgene/locuslink:944805|uniprotkb:P02901|rogid:w6swP4kUNVbMszx95i4+fmxoFi483333|irogid:4648367	entrezgene/locuslink:877912|uniprotkb:Q9HTM0|rogid:yYQeYzj3cGv32wnJuUp/WI1hqgs208964|irogid:52906034	hgnc:AB182_RS09560|hgnc:acpP|uniprotkb:ACP_ECOLI|crogid:w6swP4kUNVbMszx95i4+fmxoFi41016998|icrogid:257829277	hgnc:spoT|uniprotkb:Q9HTM0_PSEAE|crogid:yYQeYzj3cGv32wnJuUp/WI1hqgs208964|icrogid:52906034	psi-mi:"MI:0014"(adenylate cyclase complementation)	-	pubmed:18996989	taxid:83333(Escherichia coli K-12)	taxid:208964(Pseudomonas aeruginosa PAO1)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	mpidb:MPIDB-INT-1910|rigid:a2SrXjZCkOJB0f5YUJ9Sg9M3V7Y|edgetype:X	hpr:12|lpr:12|np:1	none:none	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:w6swP4kUNVbMszx95i4+fmxoFi483333	rogid:yYQeYzj3cGv32wnJuUp/WI1hqgs208964	rigid:a2SrXjZCkOJB0f5YUJ9Sg9M3V7Y	false	-	-	-	-	-	-
uniprotkb:P0A6A8	uniprotkb:Q9HTM0	entrezgene/locuslink:32369337|entrezgene/locuslink:944805|uniprotkb:P02901|rogid:w6swP4kUNVbMszx95i4+fmxoFi483333|irogid:4648367	entrezgene/locuslink:877912|uniprotkb:Q9HTM0|rogid:yYQeYzj3cGv32wnJuUp/WI1hqgs208964|irogid:52906034	hgnc:AB182_RS09560|hgnc:acpP|uniprotkb:ACP_ECOLI|crogid:w6swP4kUNVbMszx95i4+fmxoFi41016998|icrogid:257829277	hgnc:spoT|uniprotkb:Q9HTM0_PSEAE|crogid:yYQeYzj3cGv32wnJuUp/WI1hqgs208964|icrogid:52906034	psi-mi:"MI:0014"(adenylate cyclase complementation)	-	pubmed:18996989	taxid:83333(Escherichia coli K-12)	taxid:208964(Pseudomonas aeruginosa PAO1)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	mpidb:MPIDB-INT-1910|rigid:a2SrXjZCkOJB0f5YUJ9Sg9M3V7Y|edgetype:X	hpr:12|lpr:12|np:1	none:none	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:w6swP4kUNVbMszx95i4+fmxoFi483333	rogid:yYQeYzj3cGv32wnJuUp/WI1hqgs208964	rigid:a2SrXjZCkOJB0f5YUJ9Sg9M3V7Y	false	-	-	-	-	-	-
uniprotkb:Q51372	uniprotkb:Q51415	entrezgene/locuslink:878551|uniprotkb:Q51372|rogid:AQpKNJF1S2CFhEQgOgzDrADpqEE208964|irogid:27764463	uniprotkb:Q51415|rogid:ypM1kindVhsl9CYCayipYpW7DpU287|irogid:5066232	hgnc:algX|uniprotkb:ALGX_PSEAE|crogid:AQpKNJF1S2CFhEQgOgzDrADpqEE208964|icrogid:27764463	uniprotkb:Q51415_PSEAI|crogid:ypM1kindVhsl9CYCayipYpW7DpU287|icrogid:5066232	psi-mi:"MI:0004"(affinity chromatography technology)	gutsche-2006-1	pubmed:16376476	taxid:208964(Pseudomonas aeruginosa PAO1)	taxid:287(Pseudomonas aeruginosa)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(intact)	intact:EBI-875647|rigid:ATPmML4hl4UaSaMWJDXMtLtqc/s|edgetype:X	hpr:1|lpr:1|np:1	none:none	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:7973(Ictiobus bubalus)	-	2018/01/22	2018/01/22	rogid:AQpKNJF1S2CFhEQgOgzDrADpqEE208964	rogid:ypM1kindVhsl9CYCayipYpW7DpU287	rigid:ATPmML4hl4UaSaMWJDXMtLtqc/s	false	-	-	-	-	-	-
uniprotkb:P26480	uniprotkb:P0AFX4	entrezgene/locuslink:882038|uniprotkb:P26480|rogid:40RLoV6gLPJnSH1vDt1VyBT8Evg208964|irogid:24565139	entrezgene/locuslink:948496|uniprotkb:P0AFX4|rogid:pFLawTFBnJPwkvIVB7Ujtsrwy5E83333|irogid:3529291	hgnc:rpoD|uniprotkb:RPOD_PSEAE|crogid:40RLoV6gLPJnSH1vDt1VyBT8Evg208964|icrogid:24565139	hgnc:rsd|uniprotkb:RSD_ECOLI|crogid:pFLawTFBnJPwkvIVB7Ujtsrwy5E83333|icrogid:3529291	psi-mi:"MI:0018"(two hybrid)	dove-2001-1	pubmed:11591686	taxid:208964(Pseudomonas aeruginosa PAO1)	taxid:83333(Escherichia coli K-12)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(intact)	intact:EBI-2013676|rigid:UgpPPW50dgauQPWap0JOmR52tS0|edgetype:X	hpr:6|lpr:6|np:1	none:none	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:83333(Escherichia coli K-12)	-	2018/01/22	2018/01/22	rogid:40RLoV6gLPJnSH1vDt1VyBT8Evg208964	rogid:pFLawTFBnJPwkvIVB7Ujtsrwy5E83333	rigid:UgpPPW50dgauQPWap0JOmR52tS0	false	-	-	-	-	-	-
